1,Unripe_,1,1192.91,440.0,85.09,84.94,-1,-1,-1,0
1,Unripe_,1,1158.39,477.29,49.64,57.87,-1,-1,-1,0
1,Unripe_,1,257.5,567.68,76.78,73.28,-1,-1,-1,0
1,Unripe_,2,1192.77,441.64,85.41,84.46,-1,-1,-1,0
1,Unripe_,2,1158.92,477.87,49.89,58.42,-1,-1,-1,0
1,Unripe_,2,264.29,565.87,76.08,73.5,-1,-1,-1,0
2,Unripe_,1,1209.06,440.63,85.59,84.26,-1,-1,-1,0
2,Unripe_,1,1175.32,476.84,50.02,58.36,-1,-1,-1,0
2,Unripe_,1,281.33,566.4,76.17,73.37,-1,-1,-1,0
2,Unripe_,2,1174.65,477.47,50.86,58.8,-1,-1,-1,0
2,Unripe_,2,1208.26,442.17,71.49,84.1,-1,-1,-1,0
2,Unripe_,2,285.82,566.77,75.1,72.07,-1,-1,-1,0
3,Unripe_,1,1223.77,441.88,70.33,83.84,-1,-1,-1,0
3,Unripe_,1,1190.38,476.92,51.11,58.85,-1,-1,-1,0
3,Unripe_,1,303.56,567.41,74.98,71.84,-1,-1,-1,0
3,Unripe_,2,1189.88,477.23,52.02,58.91,-1,-1,-1,0
3,Unripe_,2,1223.51,441.56,56.26,85.13,-1,-1,-1,0
3,Unripe_,2,307.53,565.23,74.88,73.15,-1,-1,-1,0
4,Unripe_,1,1239.1,441.01,50.25,84.96,-1,-1,-1,0
4,Unripe_,1,1205.71,476.23,52.43,59.09,-1,-1,-1,0
4,Unripe_,1,326.61,564.79,74.49,72.73,-1,-1,-1,0
4,Unripe_,2,1205.47,476.26,52.3,59.24,-1,-1,-1,0
4,Unripe_,2,329.47,563.49,72.33,74.01,-1,-1,-1,0
4,Unripe_,2,1238.39,439.75,41.36,84.72,-1,-1,-1,0
5,Unripe_,1,1254.38,439.24,31.42,84.92,-1,-1,-1,0
5,Unripe_,1,1221.74,475.35,52.93,59.44,-1,-1,-1,0
5,Unripe_,1,349.83,562.3,71.99,73.85,-1,-1,-1,0
5,Unripe_,2,1223.91,476.37,52.32,59.26,-1,-1,-1,0
5,Unripe_,2,350.29,562.87,72.42,73.89,-1,-1,-1,0
6,Unripe_,1,1240.57,475.82,52.98,59.54,-1,-1,-1,0
6,Unripe_,1,372.07,561.46,71.46,74.09,-1,-1,-1,0
6,Unripe_,1,1265.32,438.97,31.48,84.89,-1,-1,-1,0
6,Unripe_,2,1242.32,479.32,37.49,55.82,-1,-1,-1,0
6,Unripe_,2,371.89,562.57,70.86,74.25,-1,-1,-1,0
7,Unripe_,1,1259.28,478.39,40.72,56.66,-1,-1,-1,0
7,Unripe_,1,393.84,561.56,70.15,74.39,-1,-1,-1,0
7,Unripe_,1,1276.22,438.62,31.59,84.85,-1,-1,-1,0
7,Unripe_,2,393.78,561.51,69.29,75.08,-1,-1,-1,0
7,Unripe_,2,1258.98,478.16,20.76,54.09,-1,-1,-1,0
8,Unripe_,1,1275.86,478.12,21.18,54.26,-1,-1,-1,0
8,Unripe_,1,415.09,561.09,68.59,75.1,-1,-1,-1,0
8,Unripe_,1,1286.45,438.07,31.75,84.79,-1,-1,-1,0
8,Unripe_,2,415.29,561.62,69.74,74.64,-1,-1,-1,0
