4,Unripe_,1,313.76,591.17,72.25,115.75,-1,-1,-1,0
4,Unripe_,2,311.76,590.27,69.73,122.36,-1,-1,-1,0
7,Unripe_,1,365.57,590.04,65.17,127.66,-1,-1,-1,0
7,Unripe_,2,364.56,590.61,64.2,126.1,-1,-1,-1,0
8,Unripe_,1,383.99,590.65,63.01,128.25,-1,-1,-1,0
8,Unripe_,2,337.39,589.93,109.29,127.4,-1,-1,-1,0
9,Unripe_,1,359.68,589.31,107.18,129.42,-1,-1,-1,0
9,Unripe_,2,348.32,589.65,118.24,127.98,-1,-1,-1,0
10,Unripe_,1,364.23,589.19,123.98,129.38,-1,-1,-1,0
10,Unripe_,2,347.53,592.43,138.49,126.38,-1,-1,-1,0
11,Unripe_,1,364.93,592.25,144.03,127.71,-1,-1,-1,0
11,Unripe_,2,377.93,594.83,130.97,124.73,-1,-1,-1,0
40,Unripe_,1,582.19,605.89,145.87,126.63,-1,-1,-1,0
40,Unripe_,2,942.23,655.72,73.48,64.28,-1,-1,-1,0
41,Unripe_,1,597.57,607.37,146.3,126.13,-1,-1,-1,0
41,Unripe_,2,963.7,653.41,81.28,66.59,-1,-1,-1,0
42,Unripe_,1,985.65,652.95,79.97,65.81,-1,-1,-1,0
42,Unripe_,1,611.03,608.99,146.72,125.65,-1,-1,-1,0
42,Unripe_,2,982.09,654.55,89.18,65.45,-1,-1,-1,0
43,Unripe_,1,999.82,654.67,90.09,65.17,-1,-1,-1,0
43,Unripe_,1,620.98,611.11,147.05,125.26,-1,-1,-1,0
43,Unripe_,2,998.57,653.19,90.9,66.81,-1,-1,-1,0
44,Unripe_,1,1015.53,652.64,94.11,66.55,-1,-1,-1,0
44,Unripe_,1,631.07,612.33,147.39,124.86,-1,-1,-1,0
44,Unripe_,2,1018.34,653.06,91.14,66.89,-1,-1,-1,0
45,Unripe_,1,1037.22,651.9,94.91,66.9,-1,-1,-1,0
45,Unripe_,1,643.65,613.65,147.82,124.35,-1,-1,-1,0
45,Unripe_,2,1041.4,652.09,89.19,67.55,-1,-1,-1,0
46,Unripe_,1,1063.58,650.26,92.94,67.61,-1,-1,-1,0
46,Unripe_,1,659.37,614.13,148.21,123.88,-1,-1,-1,0
46,Unripe_,2,1068.05,653.46,91.25,66.13,-1,-1,-1,0
47,Unripe_,1,1091.91,651.95,93.48,66.74,-1,-1,-1,0
47,Unripe_,1,676.38,614.82,148.42,123.64,-1,-1,-1,0
47,Unripe_,2,1099.36,654.32,86.15,65.18,-1,-1,-1,0
48,Unripe_,1,1121.96,654.27,89.33,65.72,-1,-1,-1,0
48,Unripe_,1,692.34,616.07,148.5,123.54,-1,-1,-1,0
48,Unripe_,2,1119.63,654.01,87.16,64.97,-1,-1,-1,0
49,Unripe_,1,1143.34,654.38,88.55,65.05,-1,-1,-1,0
49,Unripe_,1,706.49,617.68,148.78,123.2,-1,-1,-1,0
49,Unripe_,2,1144.22,653.3,81.55,66.28,-1,-1,-1,0
53,Unripe_,1,1224.15,657.77,83.57,66.19,-1,-1,-1,0
53,Unripe_,1,777.92,621.54,148.59,123.43,-1,-1,-1,0
53,Unripe_,2,0.0,476.18,18.08,90.62,-1,-1,-1,0
54,Unripe_,1,790.16,623.27,148.67,123.34,-1,-1,-1,0
54,Unripe_,1,1245.19,658.85,83.61,66.14,-1,-1,-1,0
54,Unripe_,2,0.08,442.36,39.11,130.2,-1,-1,-1,0
55,Unripe_,1,802.75,624.06,148.88,123.09,-1,-1,-1,0
55,Unripe_,1,1266.6,658.5,83.72,66.0,-1,-1,-1,0
55,Unripe_,2,1224.69,646.14,55.31,64.5,-1,-1,-1,0
55,Unripe_,2,0.35,421.74,61.3,152.01,-1,-1,-1,0
56,Unripe_,1,26.7,426.35,56.81,147.73,-1,-1,-1,0
56,Unripe_,1,817.09,626.08,148.82,123.15,-1,-1,-1,0
56,Unripe_,1,1289.69,660.35,83.69,66.03,-1,-1,-1,0
56,Unripe_,2,0.13,419.77,83.56,152.05,-1,-1,-1,0
56,Unripe_,2,1245.49,647.35,34.37,55.81,-1,-1,-1,0
57,Unripe_,1,23.88,420.56,81.55,152.25,-1,-1,-1,0
57,Unripe_,1,1267.65,646.76,38.63,57.5,-1,-1,-1,0
57,Unripe_,1,831.02,627.47,149.0,122.94,-1,-1,-1,0
57,Unripe_,1,1312.44,660.69,83.79,65.91,-1,-1,-1,0
57,Unripe_,2,26.03,419.56,79.4,150.44,-1,-1,-1,0
57,Unripe_,2,1264.13,649.53,15.62,35.15,-1,-1,-1,0
58,Unripe_,1,40.48,418.88,86.32,151.76,-1,-1,-1,0
58,Unripe_,1,844.48,629.73,149.08,122.84,-1,-1,-1,0
58,Unripe_,1,1334.68,662.26,83.83,65.86,-1,-1,-1,0
58,Unripe_,1,1289.03,647.43,38.67,57.47,-1,-1,-1,0
58,Unripe_,2,57.44,420.7,71.08,146.27,-1,-1,-1,0
59,Unripe_,1,68.81,420.02,80.88,147.29,-1,-1,-1,0
59,Unripe_,1,858.23,631.09,149.35,122.51,-1,-1,-1,0
59,Unripe_,1,1357.27,662.13,83.98,65.67,-1,-1,-1,0
59,Unripe_,1,1310.73,646.48,38.79,57.39,-1,-1,-1,0
59,Unripe_,2,85.77,420.94,65.32,144.47,-1,-1,-1,0
